endInstructions.keys,endInstructions.rt,trials.label,trials.startVal,trials.startValSd,trials.stim_diam_degs,trials.SF,trials.TF,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,trials.response,session,participant,date,expName,psychopyVersion,frameRate,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,30,118,start,4,lin,0.7816240704089812,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,30,119,start,4,lin,0.28262407040898124,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,31,120,start,4,lin,0.28873750879109716,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,31,121,start,4,lin,0.28873750879109716,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,31,122,start,4,lin,0.7877375087910972,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,31,123,start,4,lin,0.7877375087910972,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,32,124,start,4,lin,0.2950180582533085,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,32,125,start,4,lin,0.7940180582533085,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,32,126,start,4,lin,0.2950180582533085,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,32,127,start,4,lin,0.7940180582533085,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,33,128,start,4,lin,0.799739322079921,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,33,129,start,4,lin,0.799739322079921,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,33,130,start,4,lin,0.30073932207992105,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,33,131,start,4,lin,0.30073932207992105,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,34,132,start,4,lin,0.8057961377075895,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,34,133,start,4,lin,0.3067961377075895,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,34,134,start,4,lin,0.8057961377075895,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,34,135,start,4,lin,0.3067961377075895,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,35,136,start,4,lin,0.3128236979741203,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,35,137,start,4,lin,0.8118236979741202,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,35,138,start,4,lin,0.3128236979741203,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,35,139,start,4,lin,0.8118236979741202,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_2,0.5,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,1,36,140,start,4,lin,0.8175035330706062,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,36,141,start,4,lin,0.31850353307060625,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,36,142,start,4,lin,0.8175035330706062,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,36,143,start,4,lin,0.31850353307060625,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_2,0.001,0.05,3.6,1.2,1,"[4, 2, 2, 1]",1,0,0,37,144,start,4,lin,0.3243703143366103,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,low_8,0.001,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,2,37,145,start,4,lin,0.3243703143366103,0,001,000,2019_Oct_11_1253,interleaved_QUEST_staircase_contrast,3.0.2,60.16369301410699,
,,high_8,0.5,0.05,3.6,12.0,1,"[4, 2, 2, 1]",1,0,3,37,146,start,4,lin,0.8233703143366102,,,,,,,,
